TIMESTAMP,SAMPLES_ECG1,SAMPLES_SAT,SAMPLES_ABP,RATE_ECG1,RATE_SAT,RATE_ABP
'2015-01-10T17:20:44.568',0.98,1.833,60.029,,,
'2015-01-10T17:20:44.576',0.976,1.828,60.127,,,
'2015-01-10T17:20:44.584',0.976,1.83,60.371,,,
'2015-01-10T17:20:44.592',0.965,1.834,60.615,,,
'2015-01-10T17:20:44.600',0.965,1.836,60.713,,,
'2015-01-10T17:20:44.608',0.98,1.839,60.664,,,
'2015-01-10T17:20:44.616',0.965,1.848,60.42,,,
'2015-01-10T17:20:44.624',0.98,1.862,60.127,,,
'2015-01-10T17:20:44.632',0.945,1.879,59.687,,,
'2015-01-10T17:20:44.640',0.935,1.897,59.15,,,
'2015-01-10T17:20:44.648',0.95,1.919,58.662,,,
'2015-01-10T17:20:44.656',0.956,1.942,58.173,,,
'2015-01-10T17:20:44.664',0.93,1.966,57.685,,,
'2015-01-10T17:20:44.672',0.945,1.988,57.099,,,
'2015-01-10T17:20:44.680',0.94,2.009,56.61,,,
'2015-01-10T17:20:44.688',0.945,2.031,56.122,,,
'2015-01-10T17:20:44.696',0.94,2.056,55.633,,,
'2015-01-10T17:20:44.704',0.95,2.082,55.194,,,
'2015-01-10T17:20:44.712',0.956,2.109,54.656,,,
'2015-01-10T17:20:44.720',0.945,2.129,54.217,,,
'2015-01-10T17:20:44.728',0.94,2.144,53.68,,,
'2015-01-10T17:20:44.736',0.965,2.158,53.093,,,
'2015-01-10T17:20:44.744',0.93,2.176,52.507,,,
'2015-01-10T17:20:44.752',0.925,2.193,51.872,,,
'2015-01-10T17:20:44.760',0.93,2.205,51.286,,,
'2015-01-10T17:20:44.768',0.935,2.217,50.749,,,
'2015-01-10T17:20:44.776',0.945,2.225,50.309,,,
'2015-01-10T17:20:44.784',0.925,2.232,49.919,,,
'2015-01-10T17:20:44.792',0.915,2.239,49.528,,,
'2015-01-10T17:20:44.800',0.92,2.246,49.186,,,
'2015-01-10T17:20:44.808',0.93,2.252,48.795,,,
'2015-01-10T17:20:44.816',0.92,2.255,48.356,,,
'2015-01-10T17:20:44.824',0.92,2.251,47.965,,,
'2015-01-10T17:20:44.832',0.935,2.244,47.623,,,
'2015-01-10T17:20:44.840',0.945,2.237,47.232,,,
'2015-01-10T17:20:44.848',0.915,2.228,46.939,,,
'2015-01-10T17:20:44.856',0.93,2.215,46.744,,,
'2015-01-10T17:20:44.864',0.915,2.201,46.5,,,
'2015-01-10T17:20:44.872',0.93,2.19,46.255,,,
'2015-01-10T17:20:44.880',0.965,2.179,45.913,,,
'2015-01-10T17:20:44.888',0.976,2.169,45.62,,,
'2015-01-10T17:20:44.896',0.996,2.159,45.278,,,
'2015-01-10T17:20:44.904',1,2.152,44.985,,,
'2015-01-10T17:20:44.912',0.99,2.148,44.741,,,
'2015-01-10T17:20:44.920',1,2.144,44.497,,,
'2015-01-10T17:20:44.928',0.99,2.137,44.253,,,
'2015-01-10T17:20:44.936',1.01,2.125,44.008,,,
'2015-01-10T17:20:44.944',1.05,2.109,43.667,,,
'2015-01-10T17:20:44.952',1.01,2.092,43.471,,,
'2015-01-10T17:20:44.960',0.9,2.076,43.178,,,
'2015-01-10T17:20:44.968',0.86,2.063,42.934,,,
'2015-01-10T17:20:44.976',0.86,2.054,42.592,,,
'2015-01-10T17:20:44.984',0.86,2.044,42.348,,,
'2015-01-10T17:20:44.992',0.855,2.032,42.152,,,
'2015-01-10T17:20:45.000',0.86,2.019,42.006,,,
'2015-01-10T17:20:45.008',0.855,2.002,41.81,,,
'2015-01-10T17:20:45.016',0.85,1.983,41.615,,,
'2015-01-10T17:20:45.024',0.855,1.967,41.371,,,
'2015-01-10T17:20:45.032',0.835,1.954,41.127,,,
'2015-01-10T17:20:45.040',0.855,1.942,40.882,,,
'2015-01-10T17:20:45.048',0.875,1.935,40.589,,,
'2015-01-10T17:20:45.056',0.835,1.931,40.345,,,
'2015-01-10T17:20:45.064',0.785,1.923,40.15,,,
'2015-01-10T17:20:45.072',1.155,1.914,40.052,,,
'2015-01-10T17:20:45.080',1.501,1.905,39.857,,,
'2015-01-10T17:20:45.088',1.501,1.893,39.661,,,
'2015-01-10T17:20:45.096',1.501,1.88,39.466,,,
'2015-01-10T17:20:45.104',1.501,1.863,39.319,,,
'2015-01-10T17:20:45.112',0.925,1.848,39.173,,,
'2015-01-10T17:20:45.120',0.695,1.835,39.026,,,
'2015-01-10T17:20:45.128',0.64,1.824,38.978,,,
'2015-01-10T17:20:45.136',0.605,1.813,38.929,,,
'2015-01-10T17:20:45.144',0.6,1.804,38.929,,,
'2015-01-10T17:20:45.152',0.62,1.794,38.929,,,
'2015-01-10T17:20:45.160',0.635,1.784,38.88,,,
'2015-01-10T17:20:45.168',0.6,1.773,38.782,,,
'2015-01-10T17:20:45.176',0.605,1.765,38.684,,,
'2015-01-10T17:20:45.184',0.6,1.76,38.489,,,
'2015-01-10T17:20:45.192',0.615,1.752,38.245,,,
'2015-01-10T17:20:45.200',0.6,1.743,38.049,,,
'2015-01-10T17:20:45.208',0.61,1.733,37.854,,,
'2015-01-10T17:20:45.216',0.62,1.723,37.756,,,
'2015-01-10T17:20:45.224',0.635,1.714,37.561,,,
'2015-01-10T17:20:45.232',0.625,1.704,37.415,,,
'2015-01-10T17:20:45.240',0.625,1.696,37.317,,,
'2015-01-10T17:20:45.248',0.63,1.692,37.17,,,
'2015-01-10T17:20:45.256',0.625,1.688,37.024,,,
'2015-01-10T17:20:45.264',0.62,1.681,36.975,,,
'2015-01-10T17:20:45.272',0.62,1.675,36.877,,,
'2015-01-10T17:20:45.280',0.625,1.67,36.682,,,
'2015-01-10T17:20:45.288',0.61,1.662,36.438,,,
'2015-01-10T17:20:45.296',0.625,1.653,36.096,,,
'2015-01-10T17:20:45.304',0.625,1.644,36.242,,,
'2015-01-10T17:20:45.312',0.62,1.634,37.415,,,
'2015-01-10T17:20:45.320',0.65,1.625,40.589,,,
'2015-01-10T17:20:45.328',0.67,1.615,46.402,,,
'2015-01-10T17:20:45.336',0.685,1.605,54.852,,,
'2015-01-10T17:20:45.344',0.725,1.595,64.718,,,
'2015-01-10T17:20:45.352',0.76,1.586,74.731,,,
'2015-01-10T17:20:45.360',0.795,1.573,83.719,,,
'2015-01-10T17:20:45.368',0.84,1.559,91.289,,,
'2015-01-10T17:20:45.376',0.885,1.547,97.688,,,
'2015-01-10T17:20:45.384',0.915,1.539,103.012,,,
'2015-01-10T17:20:45.392',0.96,1.535,107.701,,,
'2015-01-10T17:20:45.400',1.015,1.533,112.195,,,
'2015-01-10T17:20:45.408',1.03,1.532,116.542,,,
'2015-01-10T17:20:45.416',1.045,1.531,120.791,,,
'2015-01-10T17:20:45.424',1.035,1.528,124.601,,,
'2015-01-10T17:20:45.432',1,1.524,127.727,,,
'2015-01-10T17:20:45.440',0.98,1.522,129.974,,,
'2015-01-10T17:20:45.448',0.97,1.521,131.244,,,
'2015-01-10T17:20:45.456',0.935,1.521,131.635,,,
'2015-01-10T17:20:45.464',0.92,1.521,131.244,,,
'2015-01-10T17:20:45.472',0.91,1.523,130.316,,,
'2015-01-10T17:20:45.480',0.9,1.527,128.948,,,
'2015-01-10T17:20:45.488',0.885,1.529,127.19,,,
'2015-01-10T17:20:45.496',0.895,1.527,125.138,,,
'2015-01-10T17:20:45.504',0.905,1.524,122.745,,,
'2015-01-10T17:20:45.512',0.885,1.522,120.107,,,
'2015-01-10T17:20:45.520',0.891,1.521,117.323,,,
'2015-01-10T17:20:45.528',0.875,1.521,114.295,,,
'2015-01-10T17:20:45.536',0.895,1.521,111.218,,,
'2015-01-10T17:20:45.544',0.885,1.521,107.994,,,
'2015-01-10T17:20:45.552',0.91,1.521,104.673,,,
'2015-01-10T17:20:45.560',0.95,1.521,101.303,,,
'2015-01-10T17:20:45.568',0.996,1.521,97.786,,,
'2015-01-10T17:20:45.576',1.03,1.523,94.22,,,
'2015-01-10T17:20:45.584',1.101,1.527,90.557,,,
'2015-01-10T17:20:45.592',1.151,1.529,86.796,,,
'2015-01-10T17:20:45.600',1.256,1.53,83.035,,,
'2015-01-10T17:20:45.608',1.501,1.53,79.372,,,
'2015-01-10T17:20:45.616',1.501,1.533,75.806,,,
'2015-01-10T17:20:45.624',1.501,1.539,72.631,,,
'2015-01-10T17:20:45.632',1.501,1.546,69.945,,,
'2015-01-10T17:20:45.640',1.501,1.556,67.942,,,
'2015-01-10T17:20:45.648',1.501,1.568,66.623,,,
'2015-01-10T17:20:45.656',1.501,1.587,65.842,,,
'2015-01-10T17:20:45.664',1.501,1.61,65.402,,,
'2015-01-10T17:20:45.672',1.501,1.637,65.109,,,
'2015-01-10T17:20:45.680',1.501,1.671,64.816,,,
'2015-01-10T17:20:45.688',1.501,1.712,64.425,,,
'2015-01-10T17:20:45.696',0.84,1.758,63.937,,,
'2015-01-10T17:20:45.704',0.485,1.804,63.302,,,
'2015-01-10T17:20:45.712',0.33,1.85,62.618,,,
'2015-01-10T17:20:45.720',0.26,1.898,61.934,,,
'2015-01-10T17:20:45.728',0.255,1.946,61.153,,,
'2015-01-10T17:20:45.736',0.25,1.99,60.42,,,
'2015-01-10T17:20:45.744',0.24,2.037,59.736,,,
'2015-01-10T17:20:45.752',0.27,2.085,59.052,,,
'2015-01-10T17:20:45.760',0.285,2.132,58.369,,,
'2015-01-10T17:20:45.768',0.22,2.18,57.734,,,
'2015-01-10T17:20:45.776',0.14,2.221,57.196,,,
'2015-01-10T17:20:45.784',0.105,2.254,56.61,,,
'2015-01-10T17:20:45.792',0.08,2.285,56.171,,,
'2015-01-10T17:20:45.800',0.06,2.316,55.731,,,
'2015-01-10T17:20:45.808',0.04,2.346,55.34,,,
'2015-01-10T17:20:45.816',0.01,2.376,54.998,,,
'2015-01-10T17:20:45.824',-0.045,2.407,54.608,,,
'2015-01-10T17:20:45.832',-0.081,2.434,54.217,,,
'2015-01-10T17:20:45.840',-0.12,2.457,53.875,,,
'2015-01-10T17:20:45.848',-0.18,2.479,53.484,,,
'2015-01-10T17:20:45.856',-0.231,2.5,52.996,,,
'2015-01-10T17:20:45.864',-0.291,2.515,52.41,,,
'2015-01-10T17:20:45.872',-0.346,2.52,51.775,,,
'2015-01-10T17:20:45.880',-0.396,2.52,51.091,,,
'2015-01-10T17:20:45.888',-0.431,2.52,50.505,,,
'2015-01-10T17:20:45.896',-0.415,2.515,50.065,,,
'2015-01-10T17:20:45.904',-0.386,2.502,50.163,,,
'2015-01-10T17:20:45.912',-0.296,2.487,51.237,,,
'2015-01-10T17:20:45.920',-0.171,2.471,53.777,,,
'2015-01-10T17:20:45.928',-0.021,2.458,58.32,,,
'2015-01-10T17:20:45.936',0.175,2.448,64.718,,,
'2015-01-10T17:20:45.944',0.355,2.431,72.387,,,
'2015-01-10T17:20:45.952',0.575,2.412,80.104,,,
'2015-01-10T17:20:45.960',0.75,2.397,86.991,,,
'2015-01-10T17:20:45.968',0.92,2.384,92.315,,,
'2015-01-10T17:20:45.976',1.021,2.373,95.734,,,
'2015-01-10T17:20:45.984',1.07,2.364,97.59,,,
'2015-01-10T17:20:45.992',1.09,2.354,98.372,,,
'2015-01-10T17:20:46.000',1.095,2.344,98.567,,,
'2015-01-10T17:20:46.008',1.09,2.332,98.421,,,
'2015-01-10T17:20:46.016',1.095,2.317,98.372,,,
'2015-01-10T17:20:46.024',1.065,2.297,98.176,,,
'2015-01-10T17:20:46.032',1.055,2.273,97.981,,,
'2015-01-10T17:20:46.040',1.05,2.248,97.493,,,
'2015-01-10T17:20:46.048',1.061,2.225,96.662,,,
'2015-01-10T17:20:46.056',1.055,2.203,95.344,,,
'2015-01-10T17:20:46.064',1.03,2.183,93.536,,,
'2015-01-10T17:20:46.072',1.025,2.163,91.289,,,
'2015-01-10T17:20:46.080',1.045,2.149,88.75,,,
'2015-01-10T17:20:46.088',1.025,2.139,85.868,,,
'2015-01-10T17:20:46.096',1.03,2.129,82.742,,,
'2015-01-10T17:20:46.104',1.015,2.119,79.372,,,
'2015-01-10T17:20:46.112',1.005,2.109,75.757,,,
'2015-01-10T17:20:46.120',1.015,2.098,71.85,,,
'2015-01-10T17:20:46.128',1.01,2.085,67.844,,,
'2015-01-10T17:20:46.136',1.021,2.069,64.132,,,
'2015-01-10T17:20:46.144',1.021,2.052,60.908,,,
'2015-01-10T17:20:46.152',1.025,2.033,58.466,,,
'2015-01-10T17:20:46.160',1.005,2.015,57.001,,,
'2015-01-10T17:20:46.168',1,1.998,56.219,,,
'2015-01-10T17:20:46.176',1.021,1.982,56.073,,,
'2015-01-10T17:20:46.184',1.01,1.97,56.171,,,
'2015-01-10T17:20:46.192',1.021,1.964,56.366,,,
'2015-01-10T17:20:46.200',1.01,1.961,56.464,,,
'2015-01-10T17:20:46.208',1.015,1.959,56.464,,,
'2015-01-10T17:20:46.216',1.01,1.958,56.366,,,
'2015-01-10T17:20:46.224',1,1.958,56.122,,,
'2015-01-10T17:20:46.232',0.996,1.958,55.78,,,
'2015-01-10T17:20:46.240',0.996,1.96,55.438,,,
'2015-01-10T17:20:46.248',1.015,1.964,55.047,,,
'2015-01-10T17:20:46.256',1.021,1.971,54.608,,,
'2015-01-10T17:20:46.264',1.01,1.983,54.168,,,
'2015-01-10T17:20:46.272',0.996,1.997,53.68,,,
'2015-01-10T17:20:46.280',1.005,2.011,53.191,,,
'2015-01-10T17:20:46.288',1.025,2.027,52.654,,,
'2015-01-10T17:20:46.296',1,2.045,52.214,,,
'2015-01-10T17:20:46.304',1,2.064,51.726,,,
'2015-01-10T17:20:46.312',0.985,2.082,51.286,,,
'2015-01-10T17:20:46.320',0.99,2.101,50.847,,,
'2015-01-10T17:20:46.328',1.005,2.117,50.407,,,
'2015-01-10T17:20:46.336',0.985,2.13,49.919,,,
'2015-01-10T17:20:46.344',0.976,2.142,49.381,,,
'2015-01-10T17:20:46.352',0.98,2.152,48.844,,,
'2015-01-10T17:20:46.360',0.98,2.162,48.356,,,
'2015-01-10T17:20:46.368',0.985,2.17,47.916,,,
'2015-01-10T17:20:46.376',0.985,2.171,47.476,,,
'2015-01-10T17:20:46.384',0.976,2.167,47.037,,,
'2015-01-10T17:20:46.392',0.965,2.16,46.597,,,
'2015-01-10T17:20:46.400',0.976,2.152,46.255,,,
'2015-01-10T17:20:46.408',0.98,2.143,45.865,,,
'2015-01-10T17:20:46.416',0.996,2.136,45.474,,,
'2015-01-10T17:20:46.424',0.976,2.133,45.181,,,
'2015-01-10T17:20:46.432',0.985,2.131,44.839,,,
'2015-01-10T17:20:46.440',0.965,2.13,44.546,,,
'2015-01-10T17:20:46.448',0.956,2.125,44.302,,,
'2015-01-10T17:20:46.456',0.956,2.112,44.008,,,
'2015-01-10T17:20:46.464',0.97,2.1,43.667,,,
'2015-01-10T17:20:46.472',0.976,2.088,43.373,,,
'2015-01-10T17:20:46.480',0.965,2.075,43.129,,,
'2015-01-10T17:20:46.488',0.97,2.062,42.787,,,
'2015-01-10T17:20:46.496',0.985,2.048,42.543,,,
'2015-01-10T17:20:46.504',1.021,2.034,42.348,,,
'2015-01-10T17:20:46.512',1.015,2.022,42.104,,,
'2015-01-10T17:20:46.520',1.045,2.014,41.908,,,
'2015-01-10T17:20:46.528',1.065,2.01,41.664,,,
'2015-01-10T17:20:46.536',1.065,2.008,41.42,,,
'2015-01-10T17:20:46.544',1.055,2.007,41.127,,,
'2015-01-10T17:20:46.552',1.041,2.006,40.882,,,
'2015-01-10T17:20:46.560',1.075,2.003,40.541,,,
'2015-01-10T17:20:46.568',1.09,1.997,40.296,,,
'2015-01-10T17:20:46.576',1.03,1.987,40.101,,,
'2015-01-10T17:20:46.584',0.976,1.973,39.857,,,
'2015-01-10T17:20:46.592',0.95,1.956,39.613,,,
'2015-01-10T17:20:46.600',0.956,1.937,39.417,,,
'2015-01-10T17:20:46.608',0.93,1.919,39.173,,,
'2015-01-10T17:20:46.616',0.91,1.9,38.978,,,
'2015-01-10T17:20:46.624',0.93,1.882,38.733,,,
'2015-01-10T17:20:46.632',0.905,1.862,38.489,,,
'2015-01-10T17:20:46.640',0.94,1.846,38.245,,,
'2015-01-10T17:20:46.648',0.915,1.838,38.001,,,
'2015-01-10T17:20:46.656',0.93,1.836,37.756,,,
'2015-01-10T17:20:46.664',0.94,1.835,37.463,,,
'2015-01-10T17:20:46.672',0.96,1.835,37.317,,,
'2015-01-10T17:20:46.680',0.875,1.832,37.17,,,
'2015-01-10T17:20:46.688',0.83,1.826,36.975,,,
'2015-01-10T17:20:46.696',1.501,1.818,36.78,,,
'2015-01-10T17:20:46.704',1.501,1.809,36.633,,,
'2015-01-10T17:20:46.712',1.501,1.801,36.438,,,
'2015-01-10T17:20:46.720',1.501,1.792,36.242,,,
'2015-01-10T17:20:46.728',1.236,1.782,36.047,,,
'2015-01-10T17:20:46.736',0.79,1.772,35.9,,,
'2015-01-10T17:20:46.744',0.66,1.762,35.754,,,
'2015-01-10T17:20:46.752',0.67,1.754,35.607,,,
'2015-01-10T17:20:46.760',0.655,1.744,35.461,,,
'2015-01-10T17:20:46.768',0.65,1.737,35.363,,,
'2015-01-10T17:20:46.776',0.665,1.731,35.314,,,
'2015-01-10T17:20:46.784',0.65,1.723,35.217,,,
'2015-01-10T17:20:46.792',0.63,1.715,35.168,,,
'2015-01-10T17:20:46.800',0.625,1.708,35.07,,,
'2015-01-10T17:20:46.808',0.65,1.705,34.875,,,
'2015-01-10T17:20:46.816',0.655,1.703,34.679,,,
'2015-01-10T17:20:46.824',0.62,1.702,34.484,,,
'2015-01-10T17:20:46.832',0.64,1.699,34.289,,,
'2015-01-10T17:20:46.840',0.665,1.693,34.191,,,
'2015-01-10T17:20:46.848',0.64,1.685,33.995,,,
'2015-01-10T17:20:46.856',0.645,1.676,33.8,,,
'2015-01-10T17:20:46.864',0.64,1.663,33.605,,,
'2015-01-10T17:20:46.872',0.665,1.646,33.409,,,
'2015-01-10T17:20:46.880',0.63,1.629,33.312,,,
'2015-01-10T17:20:46.888',0.655,1.608,33.116,,,
'2015-01-10T17:20:46.896',0.69,1.59,32.921,,,
'2015-01-10T17:20:46.904',0.685,1.577,32.774,,,
'2015-01-10T17:20:46.912',0.665,1.568,32.677,,,
'2015-01-10T17:20:46.920',0.695,1.563,32.628,,,
'2015-01-10T17:20:46.928',0.725,1.558,32.725,,,
'2015-01-10T17:20:46.936',0.72,1.551,33.507,,,
'2015-01-10T17:20:46.944',0.74,1.545,35.803,,,
'2015-01-10T17:20:46.952',0.78,1.543,40.541,,,
'2015-01-10T17:20:46.960',0.79,1.541,48.258,,,
'2015-01-10T17:20:46.968',0.86,1.54,58.222,,,
'2015-01-10T17:20:46.976',0.925,1.54,68.968,,,
'2015-01-10T17:20:46.984',0.96,1.535,78.981,,,
'2015-01-10T17:20:46.992',1,1.525,87.284,,,
'2015-01-10T17:20:47.000',1.065,1.515,93.781,,,
'2015-01-10T17:20:47.008',1.11,1.508,98.909,,,
'2015-01-10T17:20:47.016',1.155,1.504,103.256,,,
'2015-01-10T17:20:47.024',1.146,1.502,107.359,,,
'2015-01-10T17:20:47.032',1.186,1.501,111.609,,,
'2015-01-10T17:20:47.040',1.115,1.503,115.76,,,
'2015-01-10T17:20:47.048',1.086,1.507,119.57,,,
'2015-01-10T17:20:47.056',1.05,1.509,122.599,,,
'2015-01-10T17:20:47.064',1,1.51,124.699,,,
'2015-01-10T17:20:47.072',0.965,1.513,125.627,,,
'2015-01-10T17:20:47.080',0.905,1.517,125.48,,,
'2015-01-10T17:20:47.088',0.91,1.516,124.552,,,
'2015-01-10T17:20:47.096',0.905,1.513,123.038,,,
'2015-01-10T17:20:47.104',0.87,1.509,121.231,,,
'2015-01-10T17:20:47.112',0.84,1.505,119.228,,,
'2015-01-10T17:20:47.120',0.85,1.5,116.981,,,
'2015-01-10T17:20:47.128',0.865,1.494,114.49,,,
'2015-01-10T17:20:47.136',0.9,1.483,111.804,,,
'2015-01-10T17:20:47.144',0.86,1.47,108.824,,,
'2015-01-10T17:20:47.152',0.845,1.459,105.796,,,
'2015-01-10T17:20:47.160',0.87,1.452,102.817,,,
'2015-01-10T17:20:47.168',0.945,1.45,99.935,,,
'2015-01-10T17:20:47.176',1.005,1.449,97.102,,,
'2015-01-10T17:20:47.184',1.015,1.447,94.318,,,
'2015-01-10T17:20:47.192',1.101,1.443,91.387,,,
'2015-01-10T17:20:47.200',1.211,1.436,88.163,,,
'2015-01-10T17:20:47.208',1.18,1.428,84.793,,,
'2015-01-10T17:20:47.216',1.501,1.421,81.472,,,
'2015-01-10T17:20:47.224',1.501,1.418,78.444,,,
'2015-01-10T17:20:47.232',1.501,1.416,75.757,,,
'2015-01-10T17:20:47.240',1.501,1.415,73.754,,,
'2015-01-10T17:20:47.248',1.501,1.417,72.631,,,
'2015-01-10T17:20:47.256',1.501,1.426,72.485,,,
'2015-01-10T17:20:47.264',1.501,1.435,72.973,,,
'2015-01-10T17:20:47.272',1.501,1.442,73.803,,,
'2015-01-10T17:20:47.280',1.501,1.448,74.634,,,
'2015-01-10T17:20:47.288',1.501,1.453,75.122,,,
'2015-01-10T17:20:47.296',1.426,1.46,75.366,,,
'2015-01-10T17:20:47.304',0.83,1.471,75.317,,,
'2015-01-10T17:20:47.312',0.455,1.486,75.317,,,
'2015-01-10T17:20:47.320',0.255,1.502,75.415,,,
'2015-01-10T17:20:47.328',0.21,1.523,75.611,,,
'2015-01-10T17:20:47.336',0.31,1.547,75.611,,,
'2015-01-10T17:20:47.344',0.135,1.574,75.366,,,
'2015-01-10T17:20:47.352',0.15,1.597,74.927,,,
'2015-01-10T17:20:47.360',0.085,1.616,74.487,,,
'2015-01-10T17:20:47.368',0.015,1.634,74.243,,,
'2015-01-10T17:20:47.376',0.015,1.651,74.438,,,
'2015-01-10T17:20:47.384',-0.086,1.667,74.878,,,
'2015-01-10T17:20:47.392',-0.135,1.684,75.415,,,
'2015-01-10T17:20:47.400',-0.07,1.705,75.855,,,
'2015-01-10T17:20:47.408',0.03,1.729,76.197,,,
'2015-01-10T17:20:47.416',-0.2,1.756,76.343,,,
'2015-01-10T17:20:47.424',-0.35,1.783,76.343,,,
'2015-01-10T17:20:47.432',-0.225,1.806,76.197,,,
'2015-01-10T17:20:47.440',-0.146,1.82,75.904,,,
'2015-01-10T17:20:47.448',-0.411,1.827,75.611,,,
'2015-01-10T17:20:47.456',-0.396,1.831,75.415,,,
'2015-01-10T17:20:47.464',-0.461,1.833,75.171,,,
'2015-01-10T17:20:47.472',-0.5,1.834,74.78,,,
'2015-01-10T17:20:47.480',-0.5,1.834,74.341,,,
'2015-01-10T17:20:47.488',-0.5,1.834,74.096,,,
'2015-01-10T17:20:47.496',-0.5,1.832,74.243,,,
'2015-01-10T17:20:47.504',-0.5,1.829,74.731,,,
'2015-01-10T17:20:47.512',-0.5,1.825,75.757,,,
'2015-01-10T17:20:47.520',-0.451,1.818,77.467,,,
'2015-01-10T17:20:47.528',-0.5,1.809,80.104,,,
'2015-01-10T17:20:47.536',-0.271,1.801,83.816,,,
'2015-01-10T17:20:47.544',0.01,1.792,88.359,,,
'2015-01-10T17:20:47.552',0.095,1.78,93.292,,,
'2015-01-10T17:20:47.560',0.36,1.761,97.981,,,
'2015-01-10T17:20:47.568',0.535,1.743,101.889,,,
'2015-01-10T17:20:47.576',0.785,1.721,105.112,,,
'2015-01-10T17:20:47.584',0.815,1.69,107.945,,,
'2015-01-10T17:20:47.592',0.8,1.655,110.29,,,
'2015-01-10T17:20:47.600',0.935,1.623,112.244,,,
'2015-01-10T17:20:47.608',0.925,1.592,113.66,,,
'2015-01-10T17:20:47.616',0.976,1.568,114.783,,,
'2015-01-10T17:20:47.624',0.985,1.553,115.858,,,
'2015-01-10T17:20:47.632',0.895,1.546,116.981,,,
'2015-01-10T17:20:47.640',0.956,1.545,118.203,,,
'2015-01-10T17:20:47.648',1,1.549,119.033,,,
'2015-01-10T17:20:47.656',0.9,1.556,119.131,,,
'2015-01-10T17:20:47.664',0.94,1.567,118.056,,,
'2015-01-10T17:20:47.672',1.065,1.582,116.346,,,
'2015-01-10T17:20:47.680',0.85,1.605,114.637,,,
'2015-01-10T17:20:47.688',0.93,1.646,112.537,,,
'2015-01-10T17:20:47.696',1.01,1.702,109.655,,,
'2015-01-10T17:20:47.704',1.065,1.772,106.236,,,
'2015-01-10T17:20:47.712',0.93,1.857,103.11,,,
'2015-01-10T17:20:47.720',0.99,1.955,100.472,,,
'2015-01-10T17:20:47.728',0.895,2.064,98.128,,,
'2015-01-10T17:20:47.736',0.996,2.18,95.246,,,
'2015-01-10T17:20:47.744',1.055,2.292,91.68,,,
'2015-01-10T17:20:47.752',1.101,2.397,87.87,,,
'2015-01-10T17:20:47.760',0.94,2.497,84.5,,,
'2015-01-10T17:20:47.768',0.855,2.578,82.253,,,
'2015-01-10T17:20:47.776',0.95,2.642,81.374,,,
'2015-01-10T17:20:47.784',1.035,2.703,81.228,,,
'2015-01-10T17:20:47.792',0.965,2.757,81.13,,,
'2015-01-10T17:20:47.800',1,2.807,80.739,,,
'2015-01-10T17:20:47.808',0.915,2.856,80.495,,,
'2015-01-10T17:20:47.816',0.895,2.902,80.739,,,
'2015-01-10T17:20:47.824',0.985,2.947,81.276,,,
'2015-01-10T17:20:47.832',0.87,2.996,81.716,,,
'2015-01-10T17:20:47.840',0.805,3.051,81.911,,,
'2015-01-10T17:20:47.848',0.96,3.114,82.009,,,
'2015-01-10T17:20:47.856',0.95,3.189,81.814,,,
'2015-01-10T17:20:47.864',1.055,3.269,81.472,,,
'2015-01-10T17:20:47.872',0.8,3.33,80.983,,,
'2015-01-10T17:20:47.880',0.91,3.378,80.544,,,
'2015-01-10T17:20:47.888',0.85,3.425,80.007,,,
'2015-01-10T17:20:47.896',0.84,3.463,79.176,,,
'2015-01-10T17:20:47.904',0.96,3.485,77.857,,,
'2015-01-10T17:20:47.912',0.875,3.486,76.441,,,
'2015-01-10T17:20:47.920',0.835,3.472,75.171,,,
'2015-01-10T17:20:47.928',0.915,3.452,74.096,,,
'2015-01-10T17:20:47.936',0.88,3.426,73.315,,,
'2015-01-10T17:20:47.944',0.935,3.4,72.875,,,
'2015-01-10T17:20:47.952',0.965,3.377,72.68,,,
'2015-01-10T17:20:47.960',0.79,3.364,72.778,,,
'2015-01-10T17:20:47.968',0.86,3.352,73.071,,,
'2015-01-10T17:20:47.976',0.83,3.346,73.168,,,
'2015-01-10T17:20:47.984',0.915,3.355,72.973,,,
'2015-01-10T17:20:47.992',0.891,3.137,72.387,,,
'2015-01-10T17:20:48.000',0.976,2.805,71.312,,,
'2015-01-10T17:20:48.008',0.92,2.654,69.847,,,
'2015-01-10T17:20:48.016',0.891,2.593,68.235,,,
'2015-01-10T17:20:48.024',0.91,2.578,66.867,,,
'2015-01-10T17:20:48.032',0.87,2.585,65.695,,,
'2015-01-10T17:20:48.040',1.021,2.602,64.865,,,
'2015-01-10T17:20:48.048',0.95,2.623,64.718,,,
'2015-01-10T17:20:48.056',0.91,2.643,65.256,,,
'2015-01-10T17:20:48.064',0.835,2.656,65.988,,,
'2015-01-10T17:20:48.072',0.8,2.663,66.379,,,
'2015-01-10T17:20:48.080',0.885,2.671,66.281,,,
'2015-01-10T17:20:48.088',0.79,2.675,65.842,,,
'2015-01-10T17:20:48.096',0.73,2.674,65.256,,,
'2015-01-10T17:20:48.104',0.945,2.669,64.816,,,
'2015-01-10T17:20:48.112',0.815,2.656,64.816,,,
'2015-01-10T17:20:48.120',0.76,2.637,65.158,,,
'2015-01-10T17:20:48.128',0.84,2.615,65.744,,,
'2015-01-10T17:20:48.136',0.81,2.59,66.135,,,
'2015-01-10T17:20:48.144',0.891,2.567,66.232,,,
'2015-01-10T17:20:48.152',0.755,2.546,66.232,,,
